NAME,PRICE,CUISINES_CATEGORY,CITY,REGION,RATING,VOTES,PEAK_TIME,MEN_EMPLOYEE,WOMEN_EMPLOYEE,DELIVERED_FOOD_APPROX,DELIVERY_TIME
Navjivan Restaurant,400,['Punjabi' 'North Indian' 'Chinese' 'Continental'],Ahmedabad,Paldi,4.1,100,19:07:19,2,5,11198,32
DOUGHFATHER,300,['Pizzas' 'Bakery'],Ahmedabad,Navrangpura,--,,11:58:12,3,4,8821,38
Kutchi King,200,['Street Food'],Ahmedabad,Paldi,4.1,100,21:51:16,8,3,11147,29
Jay Bhole Vadapav - Nehru Nagar,200,['Fast Food'],Ahmedabad,Ambawadi,3.9,20,12:38:10,10,0,12686,36
Love For Khichdis,200,['Indian'],Ahmedabad,Navrangpura,4.2,20,13:28:30,1,5,14723,39
Mainland China,900,['Chinese' 'Oriental' 'Thai' 'Pan-Asian' 'Seafood' 'Asian' 'Desserts'],Ahmedabad,Ramdev Nagar,4.3,50,18:36:01,3,5,7016,46
Fire On Wheels,400,['Fast Food'],Ahmedabad,Ramdev Nagar,4.3,500,17:19:11,7,4,8092,47
Fish Express,450,['Indian' 'Tandoor' 'Seafood' 'Chinese'],Ahmedabad,Ahmedabad,4.6,20,19:51:09,10,4,3414,47
Curries,850,['Indian' 'Chinese' 'Continental'],Ahmedabad,Bodakdev,4.1,100,20:04:40,7,4,15579,47
Goodluck Chicken Hub,500,['North Indian' 'Chinese' 'Tandoor' 'Biryani'],Ahmedabad,Satellite,--,,19:07:47,6,0,9139,47
The Dark Roast,500,['Cafe' 'Italian' 'Combo' 'Beverages'],Ahmedabad,Prahlad Nagar,4.6,50,11:15:12,5,1,25885,47
M.A.D By Tomato's,1200,['Indian' 'Chinese' 'Continental'],Ahmedabad,Bodakdev,4.4,50,13:00:38,5,2,22699,47
Brick Kitchen - Five Petals,500,['Indian' 'Chinese' 'Continental'],Ahmedabad,Chanakyapuri,4.4,50,17:14:15,2,4,19954,47
Singh's Kitchen by GCH,300,['North Indian'],Ahmedabad,Ramdev Nagar,--,,16:51:00,5,5,22416,47
Angithi By Mirch Masala,1100,['Indian' 'North Indian' 'Chinese' 'Punjabi' 'Beverages'],Ahmedabad,Bodakdev,4.3,50,14:30:36,9,1,25788,47
Jay Shree Sanskar Ice Cream And Lassi Corner,200,['Desserts' 'Beverages'],Ahmedabad,Odhav,4.4,50,12:55:06,4,1,17893,47
Tephra Lounge,600,['Cafe' 'Fast Food' 'Beverages'],Ahmedabad,Bodakdev,--,,10:49:35,10,4,8216,47
Silver Leaf,600,['Indian' 'Continental'],Ahmedabad,Thaltej,--,,10:12:10,10,2,14011,48
Frankie Station,300,['Snacks'],Ahmedabad,Ramdev Nagar,4.4,50,16:00:42,7,4,22228,49
Cafe De Italiano,650,['Cafe'],Ahmedabad,Bodakdev,4,20,16:39:11,10,1,29656,48
Wok On Fire,400,['Chinese' 'Thai' 'Pan-Asian' 'Asian' 'Oriental'],Ahmedabad,Sindhu Bhavan Road,4.1,500,10:12:53,10,3,7719,48
Bread Box,200,['Pizzas'],Ahmedabad,Navrangpura,--,,09:40:39,2,0,21390,45
Gayatri Bhaji Pav And  Pulav Centre (sohanlal Sahp,200,['Chinese' 'Indian' 'North Indian' 'Fast Food'],Ahmedabad,LalDarwaja,--,,16:44:21,10,2,20763,40
MOCHA CAFE,400,['Beverages' 'Snacks'],Ahmedabad,Navrangpura,--,,09:46:35,6,1,6778,39
La Shake Esfera,200,['Beverages' 'Desserts'],Ahmedabad,Navrangpura,3.3,50,16:57:47,1,5,13039,40
Starbucks Coffee,400,['Beverages' 'Bakery'],Ahmedabad,Navrangpura,4.2,100,16:59:55,3,3,3337,32
KD BhajipavPulav,300,['Street Food' 'Indian'],Ahmedabad,Paldi & Ambawadi,--,,12:38:29,9,4,22963,37
Jayhind Sweets,300,['Sweets'],Ahmedabad,Ahmedabad,4.3,100,20:45:22,8,5,16727,36
BABLU SHREE FARALI CENTRE,200,['Indian'],Ahmedabad,Navrangpura,3.9,50,11:39:24,7,4,26306,35
NEW MUMBAI FRESH VADAPAV,200,['Indian'],Ahmedabad,Navrangpura,--,,14:06:54,1,0,11496,36
ASHAPURA BHOJANALAY,300,['Indian'],Ahmedabad,Navrangpura,4.1,100,12:53:51,7,2,8538,33
Star The Cake Shop,200,['Bakery' 'Desserts'],Ahmedabad,Paldi,--,,15:35:31,10,1,9007,35
Burgometry,250,['Fast Food'],Ahmedabad,Navrangpura,4,50,13:23:42,4,3,21860,37
The Sandwich Box,400,['Beverages' 'Desserts'],Ahmedabad,Navrangpura,--,,17:08:52,3,3,3356,46
The Brooklyn Creamery - Healthy Ice Cream,200,['Desserts' 'Ice Cream' 'Healthy Food'],Ahmedabad,Navrangpura,--,,14:40:48,5,4,5467,37
Grill on fire,149,['Desserts' 'Fast Food'],Ahmedabad,Paldi & Ambawadi,3.5,20,12:52:53,6,2,15670,35
Punjab Paratha Hub,300,['North Indian'],Ahmedabad,Navrangpura,--,,21:51:32,8,4,24818,38
Shiva's Food Zone,400,['Indian' 'Chinese' 'Beverages'],Ahmedabad,Navrangpura,--,,22:18:43,6,2,6537,39
K.P SNACKS AND FOOD,250,['Chinese' 'Punjabi' 'Indian' 'Beverages'],Ahmedabad,LalDarwaja,--,,14:20:13,1,3,17761,40
Bansi restaurant,500,['Indian' 'Chinese' 'Ice Cream' 'Beverages'],Ahmedabad,Maninagar,--,,21:43:49,6,0,28525,34
Vipul Dudhia ( Gajara ),200,['Sweets' 'Ice Cream'],Ahmedabad,Navrangpura,4.4,100,14:44:57,2,5,29678,32
Shakti - The Sandwich Shop Ratanpole,300,['Pizzas' 'Combo'],Ahmedabad,Khadia,3.8,100,17:03:50,10,0,10110,53
La Pinoz Pizza Navrangpura,250,['Pizzas' 'Italian' 'Snacks' 'Desserts' 'Beverages'],Ahmedabad,Navrangpura,4.2,100,21:09:33,9,1,21574,39
The Belgian Waffle Co.,200,['Desserts' 'Beverages'],Ahmedabad,Ambawadi,4.2,100,22:19:10,9,2,3015,39
Sanman Hotel,450,['Indian'],Ahmedabad,Usmanpura,4.1,20,09:12:05,1,4,25018,36
The Poutinerie,200,['Indian' 'North Indian'],Ahmedabad,University Area,--,,16:38:20,6,5,8874,34
The Big F,300,['Fast Food' 'Beverages'],Ahmedabad,Navrangpura,4.2,20,13:33:40,10,1,17195,37
A-ONE BOMBAY BIRYANI,200,['Biryani' 'Indian'],Ahmedabad,LalDarwaja,--,,22:52:11,3,1,20334,45
Big Sandwich,150,['British' 'American' 'Chinese' 'Beverages'],Ahmedabad,Navrangpura,--,,12:34:17,1,2,13085,39
Red Rose Snack Bar,200,['South Indian' 'Chinese'],Ahmedabad,Navrangpura,--,,14:05:05,1,4,10843,44
Between Bread,150,['Snacks' 'Pizzas' 'Beverages'],Ahmedabad,Naranpura,--,,11:59:40,2,0,19768,40
Mirch Masala,700,['Indian' 'Mughlai'],Ahmedabad,Navrangpura,4.2,50,15:35:39,6,3,26653,38
Azad Sweets & Restaurant,200,['Fast Food' 'North Indian' 'Gujarati' 'Sweets'],Ahmedabad,Navrangpura,3.8,100,13:13:45,8,4,8404,33
Alif Sandburg,300,['Snacks'],Ahmedabad,LalDarwaja,--,,14:27:58,5,4,28270,44
The Chocolate Heaven,300,['Desserts'],Ahmedabad,University Area,--,,18:59:52,4,4,10789,44
RECHARGE FOR HUNGER,200,['Continental'],Ahmedabad,LalDarwaja,--,,11:41:46,8,4,26826,40
Hotel Cosmopolitan - Coriander,500,['North Indian' 'Chinese'],Ahmedabad,Navrangpura,--,,15:47:56,9,4,24927,47
Little French House - Bakery & Cafe,500,['Cafe'],Ahmedabad,Navrangpura,4.2,100,12:15:21,1,2,9362,44
RONAK OMLET,200,['Continental' 'Snacks'],Ahmedabad,Maninagar,3.8,20,18:34:38,9,1,17971,35
Pizza Zone,250,['Pizzas'],Ahmedabad,Paldi,--,,10:27:41,6,3,20993,46
MAKEBA THE LOUNGE CAFE,400,['Indian'],Ahmedabad,University Area,3.7,20,18:32:06,2,5,10609,44
BABLU SHREE FARALI CENTER,300,['Indian' 'Snacks'],Ahmedabad,Paldi & Ambawadi,4.3,20,13:44:29,7,2,27530,32
Brew Coffee,400,['Beverages' 'Fast Food'],Ahmedabad,Navrangpura,--,,13:54:44,7,1,23287,58
Jay Rajeshwari,150,['SVANidhi Street Food Vendor' 'Fast Food' 'Indian'],Ahmedabad,Navrangpura,--,,15:51:41,10,0,27810,44
KAILASH OMLET CENTER,300,['Indian'],Ahmedabad,Navrangpura,--,,19:37:11,6,4,25567,44
1441 Pizzeria,400,['Italian' 'Pizzas' 'Pastas' 'Fast Food' 'Desserts' 'Beverages'],Ahmedabad,Gulbai Tekra,4.3,100,18:18:04,7,5,4063,38
Umami By Curries,850,['Indian' 'Chinese'],Ahmedabad,Ambawadi,4.4,100,13:29:31,6,5,15012,44
Topaz,500,['Indian' 'Chinese'],Ahmedabad,Navrangpura,--,,09:06:33,6,1,9809,37
Sandwichworkz - The Fusion Street Cafe,300,['South Indian' 'Continental'],Ahmedabad,University Area,4.3,100,16:08:06,3,2,29717,47
Bon Homie,700,['Punjabi' 'Italian' 'Mexican' 'Chinese'],Ahmedabad,Paldi,4.1,50,16:19:12,8,5,10151,34
Apna Adda Barbeque  Rolls And Tikkas,300,['North Indian' 'Barbecue'],Ahmedabad,University Area,4.2,100,09:56:34,6,2,17760,40
Gully Nukkad,300,['Snacks' 'Indian' 'British' 'Italian' 'Beverages'],Ahmedabad,Navrangpura,--,,17:21:01,1,0,16715,44
Malt Pizza,500,['Pizzas'],Ahmedabad,Panjarapole Cross Road,--,,09:35:12,6,1,11932,40
Tinello by Hyatt Regency,800,['Italian' 'Chinese' 'Indian'],Ahmedabad,Usmanpura,--,,16:21:40,8,1,4944,53
Frankie on Fire Raipur,240,['Fast Food' 'Snacks'],Ahmedabad,LalDarwaja,--,,18:14:58,4,4,16505,47
Dangee Dums,400,['Desserts' 'Bakery'],Ahmedabad,LalDarwaja,--,,18:57:37,10,3,17453,44
Shree Krishna Cold Drinks & Dairy Farm,100,['Desserts' 'Beverages'],Ahmedabad,Navrangpura,4.1,20,16:39:56,6,5,14767,31
Vaibhav Restaurant,200,['Indian'],Ahmedabad,Gulbai Tekra,4.3,100,09:13:56,10,1,24269,37
Legends Of Punjab By Pepperazi,700,['North Indian' 'Thai' 'Italian' 'Barbecue' 'Mexican'],Ahmedabad,Gulbai Tekra,4.2,20,09:41:17,10,4,23342,47
Sphere Lounge,550,['Mexican' 'Italian' 'Indian'],Ahmedabad,University Area,4.3,100,11:46:01,4,0,20283,44
Kulhad Masti,350,['Beverages'],Ahmedabad,Naranpura,--,,18:27:55,8,2,4506,51
Jasuben Shah Old Pizza,300,['Pizzas'],Ahmedabad,Navrangpura,4.3,100,20:09:52,7,0,5139,35
Mukesh Nagar Cholafali Center,120,['Street Food' 'Snacks'],Ahmedabad,Usmanpura,--,,13:25:16,6,5,13963,37
COFFEE ByUs,200,['Italian' 'Beverages' 'Continental'],Ahmedabad,Navrangpura,--,,22:48:37,3,1,4717,46
PALTAN'S By THE TIFFINWALES,250,['Indian' 'Combo'],Ahmedabad,Nehrunagar,--,,17:42:56,3,0,17738,49
Mysore Cafe,150,['South Indian'],Ahmedabad,Usmanpura,4.1,20,09:01:46,3,3,13398,40
Delight,200,['Fast Food' 'Chinese' 'South Indian'],Ahmedabad,Ambawadi,3.9,20,15:45:27,3,5,11509,40
Harshu's Late Night Munchies,450,['Fast Food' 'Italian' 'Chinese' 'Snacks'],Ahmedabad,Ambawadi,4.2,50,16:12:19,3,0,10940,44
FOODCRAFT KITCHEN,500,['Indian' 'Chinese' 'Fast Food' 'Punjabi'],Ahmedabad,Navrangpura,--,,20:41:52,10,1,10591,39
Baked By Ninis,300,['Bakery'],Ahmedabad,Navrangpura,--,,21:43:43,1,1,7450,39
Meritorious,350,['Indian'],Ahmedabad,Navrangpura,4.3,20,16:55:12,7,3,15451,36
Chai Wai,200,['Beverages' 'Fast Food'],Ahmedabad,University Area,4.5,50,22:31:21,9,1,8033,36
TWISTED TOPPINGS,200,['Indian' 'Pizzas'],Ahmedabad,Ambawadi,--,,12:02:43,1,1,20195,39
Keventers - Milkshakes and Desserts,300,['Beverages' 'Ice Cream' 'Desserts' 'Healthy Food'],Ahmedabad,Navrangpura,4.4,100,14:16:10,5,0,5738,35
Khana Khazana,250,['Indian' 'Chinese'],Ahmedabad,Ambawadi,3.9,50,17:26:16,4,2,7660,33
KGFC RESTAURANT,200,['Fast Food' 'Pizzas'],Ahmedabad,LalDarwaja,--,,15:08:53,5,1,14650,46
Keventers Ice Cream,300,['Ice Cream' 'Desserts'],Ahmedabad,Navrangpura,4.6,20,21:37:43,10,5,17196,36
Bikanervala,600,['North Indian' 'South Indian' 'Desserts'],Ahmedabad,Ambawadi,4.2,100,16:38:36,5,1,28688,39
RR KLOUD KITCHEN,500,['Indian' 'Chinese'],Ahmedabad,Paldi & Ambawadi,--,,14:42:02,9,5,10169,36
Prem Mewada Ice Cream,250,['Ice Cream' 'Beverages'],Ahmedabad,Navrangpura,4.2,100,10:19:45,4,3,5925,36
Jahanvee Restaurant,700,['North Indian' 'Chinese' 'Pizzas' 'Desserts'],Ahmedabad,Navrangpura,--,,19:53:59,4,0,17759,47
Birmies,350,['Mexican' 'Chinese' 'Punjabi' 'Fast Food'],Ahmedabad,Ambawadi,4.3,100,10:43:18,8,0,26266,37
Daawat-E-Khaas,400,['North Indian' 'Mughlai' 'Chinese'],Ahmedabad,Navrangpura,4.4,100,20:27:05,6,5,18704,40
R.K. Omlet Centre,200,['Fast Food' 'Mughlai' 'Snacks'],Ahmedabad,Navrangpura,4.3,100,13:14:31,4,1,18675,48
Upper Crust,500,['Indian' 'Chinese' 'Continental' 'Bakery'],Ahmedabad,University Area,4.3,100,22:00:25,5,2,11943,44
Sassy Street,250,['Chaat' 'Snacks' 'Chinese'],Ahmedabad,Navrangpura,--,,17:30:22,9,4,18998,44
Lajawab Restaurant,500,['Mughlai' 'Indian'],Ahmedabad,Shahpur,3.4,20,11:17:01,6,5,16033,45
Jay Shree Jalaram Parotha House,200,['Indian'],Ahmedabad,Navjivan,2.8,20,14:53:38,2,2,4685,45
La Milano Pizzeria,400,['Pizzas' 'Pastas' 'Desserts' 'Italian'],Ahmedabad,Navrangpura,4,20,22:48:54,6,1,14950,40
Mewad Dal Bati,150,['Fast Food' 'Snacks'],Ahmedabad,Navrangpura,4.2,20,15:01:08,7,5,12872,38
Mleko ,200,['Cafe' 'Desserts' 'Beverages' 'Continental' 'Pizzas' 'Italian-American' 'Pastas' 'Mexican' 'Snacks'],Ahmedabad,Navrangpura,3.5,20,18:18:48,9,4,11472,45
Tummy Fillers,200,['Fast Food' 'Beverages'],Ahmedabad,Ambawadi,4.1,20,12:24:22,1,2,8874,38
Punjabi De Paranthe,399,['Indian' 'Punjabi'],Ahmedabad,Shahpur,--,,18:24:26,10,3,11106,59
Marvel Kitchen,200,['Indian'],Ahmedabad,Shahpur,--,,10:22:22,3,4,23684,53
Real Paprika,250,['Pizzas' 'Italian'],Ahmedabad,Ambawadi,--,,09:42:31,2,0,14566,36
Toritos Cafe Time,500,['Fast Food' 'Continental' 'Pastas'],Ahmedabad,University Area,--,,13:46:07,8,3,9785,44
Only Home Delivery,300,['North Indian' 'Chinese' 'Combo' 'Desserts' 'Beverages' 'Biryani' 'Salads'],Ahmedabad,Shahpur,3.7,20,10:01:35,6,3,19499,50
New Mehfil Restaurant,300,['North Indian' 'Continental'],Ahmedabad,Madhupura,4.4,100,19:42:39,9,4,12048,48
BREWERS THE COFFEE BAR,250,['Italian' 'North Indian' 'Mexican' 'Beverages'],Ahmedabad,Naranpura,--,,13:16:24,10,1,6756,45
Jalaram,250,['North Indian'],Ahmedabad,Kalupur,4.3,50,18:38:30,8,1,22469,45
JAY ARBUDA FOOD POINT,300,['Pizzas' 'Street Food' 'Continental' 'Pastas' 'Snacks'],Ahmedabad,LalDarwaja,--,,16:02:11,2,4,7286,45
Huber & Holly,350,['Pizzas' 'Pastas' 'Beverages' 'Desserts' 'Ice Cream'],Ahmedabad,University Area,4.3,100,12:52:07,3,2,22153,39
Food Mistri,350,['North Indian' 'Middle Eastern' 'Chinese'],Ahmedabad,Ambawadi,4.1,20,17:22:52,3,0,15372,47
The Indian Heat,600,['Chinese' 'Indian' 'Arabian' 'Desserts' 'Fast Food'],Ahmedabad,Ambawadi,4.1,100,17:32:13,1,5,27291,40
Zodiac by Fortune Landmark,600,['North Indian' 'South Indian' 'Oriental' 'Chinese' 'Thai' 'Continental' 'American' 'Italian' 'Desserts'],Ahmedabad,Usmanpura,4,20,17:37:37,5,5,5622,48
K3 Food Corner,200,['Indian' 'Chinese'],Ahmedabad,Sherkotda,--,,14:25:12,3,5,6903,37
Shaolin Panda,400,['Chinese'],Ahmedabad,Navrangpura,--,,12:45:05,10,4,19244,46
Round Slice,300,['Pizzas' 'Italian' 'Italian-American' 'Pastas' 'Beverages'],Ahmedabad,Ambawadi,3.8,50,09:46:34,8,4,22114,38
Earthen Oven,1000,['North Indian'],Ahmedabad,Usmanpura,--,,18:49:06,6,4,18753,54
Shawarma,400,['Arabian' 'Fast Food'],Ahmedabad,Navrangpura,4.1,100,20:27:37,3,1,6033,44
Biryani Stock Exchange,400,['North Indian' 'Biryani'],Ahmedabad,Navrangpura,3,20,19:23:54,10,2,7737,46
New Purohit Chawana And Sweet Mart,200,['Snacks'],Ahmedabad,Narayan Nagar,4.1,50,16:04:17,2,5,26058,35
Dhosa hub,5,['South Indian' 'North Indian'],Ahmedabad,Navrangpura,--,,14:23:23,5,0,8937,44
SAPNA MAGGI & PASTA,200,['Continental'],Ahmedabad,University Area,--,,16:14:39,1,2,14475,45
Baker's Den,200,['Bakery'],Ahmedabad,Ahmedabad,4.3,100,15:52:04,4,5,28063,38
Marky Momos,300,['Chinese' 'Combo' 'Thalis' 'Biryani' 'Italian' 'American' 'Mongolian'],Ahmedabad,Navrangpura,4.1,100,09:37:30,6,4,15428,40
Home Town Meals,300,['Punjabi' 'Chinese'],Ahmedabad,Navrangpura,3.7,20,16:36:26,2,3,27885,44
Chaap Story,200,['North Indian'],Ahmedabad,Navrangpura,--,,15:24:55,9,4,17331,46
Jugaadi Foods,400,['North Indian' 'Biryani' 'Salads'],Ahmedabad,Navrangpura,--,,22:50:16,10,3,26704,44
Neelam Sandwich & Pizza,300,['Snacks' 'Beverages'],Ahmedabad,Navrangpura,4.2,50,15:29:28,9,0,27142,45
Oye! Tandoor,200,['Indian' 'Arabian'],Ahmedabad,Navrangpura,--,,09:30:38,2,3,8730,44
Ek One Uno Pizza,600,['Pizzas' 'Snacks'],Ahmedabad,Navrangpura,--,,20:07:13,8,5,12977,56
Urban Kadhai Co.,200,['North Indian' 'Combo' 'Kebabs' 'Biryani' 'Punjabi' 'Thalis' 'Indian' 'Tandoor'],Ahmedabad,Navrangpura,--,,18:41:42,5,5,17706,44
Chat On Chaat,300,['Street Food' 'Chaat' 'Snacks' 'Fast Food'],Ahmedabad,Thaltej,--,,13:15:14,1,1,11999,47
china in box,200,['Indian' 'Fast Food' 'Chinese'],Ahmedabad,University Area,--,,15:02:28,8,3,7200,49
Paaji De Parathe,200,['North Indian'],Ahmedabad,Navrangpura,--,,21:19:25,2,1,16478,45
Cuppuccino,300,['Italian' 'Pastas' 'Beverages' 'Snacks' 'Desserts' 'Pizzas' 'Mexican' 'American'],Ahmedabad,Navrangpura,3.7,50,14:58:17,9,5,7413,44
Sunshine Cafe,50,['Fast Food' 'Mexican'],Ahmedabad,Navrangpura,--,,16:15:35,4,4,9095,44
Mahalaxmi Bhojnalaya,200,['Indian'],Ahmedabad,Navrangpura,--,,16:30:42,10,0,15352,46
Banana Leaf,500,['South Indian'],Ahmedabad,Paldi & Ambawadi,3.9,50,21:52:53,5,2,14168,45
Raju Omlet,250,['Indian'],Ahmedabad,Navrangpura,4.1,20,14:35:39,6,2,5300,35
Cafe 1st Story,600,['Indian' 'Chinese' 'North Indian' 'Biryani' 'Punjabi' 'Pan-Asian' 'Mughlai' 'Thalis' 'Asian' 'Combo'],Ahmedabad,Usmanpura,--,,17:13:55,2,3,23761,50
R.K.Centre,200,['Fast Food' 'South Indian' 'Pizzas' 'Pastas' 'Chinese'],Ahmedabad,Navrangpura,4.1,500,09:13:45,8,5,28939,38
AFOOD AHOLIC,300,['Chinese' 'Indian' 'North Indian'],Ahmedabad,LalDarwaja,--,,13:40:31,6,1,25696,48
RASILA FAST FOOD,200,['Chinese' 'Fast Food' 'Tandoor'],Ahmedabad,Maninagar,--,,20:15:34,6,4,7019,44
Just Live Restaurant,450,['North Indian' 'Chinese' 'Continental' 'Mexican'],Ahmedabad,Navrangpura,4.4,20,11:38:26,7,5,13812,40
UNCLE MOMO,200,['Fast Food'],Ahmedabad,University Area,--,,19:53:20,8,4,27657,45
Chhasswala,150,['Street Food' 'Beverages'],Ahmedabad,Navrangpura,--,,09:50:42,5,0,6430,40
Kailash Bhel Pakodi Centre,100,['Indian'],Ahmedabad,Navrangpura,4.2,20,09:45:02,9,3,28362,40
SINGH  SAAB  DE  PARATHE,200,['North Indian'],Ahmedabad,Navrangpura,3.8,20,17:10:28,10,4,23672,40
HD'S FRANKIES AND BURGERS,200,['Snacks' 'Fast Food'],Ahmedabad,Paldi & Ambawadi,--,,22:29:30,5,0,20319,44
Momoman,250,['Chinese'],Ahmedabad,University Area,4.1,100,19:23:23,5,5,13297,37
APNAA ADDAA,200,['Snacks' 'Beverages'],Ahmedabad,Navrangpura,--,,10:18:18,8,5,21818,45
NOODLE CO.(NAVRANGPURA),200,['Indian'],Ahmedabad,University Area,--,,11:14:07,4,2,22457,49
Frankies And Fries,300,['Fast Food' 'Continental'],Ahmedabad,Navrangpura,--,,17:30:07,5,4,21708,46
Foodie's Call,100,['Snacks' 'Beverages'],Ahmedabad,Navrangpura,4.3,20,16:26:11,6,3,3910,45
Kekiz The Cake Shop,150,['Bakery' 'Desserts'],Ahmedabad,Navrangpura,--,,10:47:46,4,0,23690,44
Fire on Wheels,400,['North Indian' 'Biryani' 'Tandoor' 'Beverages'],Ahmedabad,Maninagar,4.2,20,13:17:02,2,3,4251,38
Food On Way,200,['North Indian' 'Chinese' 'Gujarati' 'Thalis' 'Biryani' 'Punjabi' 'Indian' 'Beverages' 'Salads' 'Combo'],Ahmedabad,Vastrapur,4.1,1000,11:13:35,7,2,13049,36
Aamantran Fast Food,250,['North Indian'],Ahmedabad,Jivraj Park,4.3,500,15:39:01,3,1,15389,35
The Waffle Co,150,['Desserts' 'Beverages' 'Bakery' 'Cafe' 'Fast Food'],Ahmedabad,Naranpura,3.2,100,19:05:24,5,3,18418,40
Dinner Point Restaurant,550,['Indian' 'Chinese'],Ahmedabad,Kankaria,4.4,50,15:26:22,7,0,20224,35
CHATODE ONLINE EATERY,500,['Indian'],Ahmedabad,Maninagar,--,,21:49:12,8,4,13062,46
The Kebabish,250,['North Indian' 'Mughlai'],Ahmedabad,Danilimda,3.8,100,09:57:23,10,2,6801,39
BAA GRUH UDHYOG  FAST FOOD SERVICES,300,['Fast Food' 'Snacks' 'Sweets'],Ahmedabad,Paldi & Ambawadi,--,,11:05:42,6,1,9488,56
Anjoy Late Night Meals,250,['Indian'],Ahmedabad,Vastrapur,4.1,1000,14:45:44,9,1,23606,37
R.K. Egg Eatery,300,['Fast Food' 'Indian' 'Mughlai' 'Snacks'],Ahmedabad,Vastrapur,4,1000,14:30:39,10,1,24476,44
Prince Restaurant (Naranpura),500,['Chinese' 'North Indian'],Ahmedabad,Naranpura,4.3,20,16:51:20,10,0,27622,39
grab and go,250,['Punjabi' 'Chinese' 'Continental'],Ahmedabad,Prahlad nagar,4.3,100,15:46:00,2,5,10392,44
Sab Kabab,450,['North Indian'],Ahmedabad,Danilimda,4.2,100,17:56:55,4,1,5460,38
Shriram Dabeli Vada Pav,200,['Fast Food'],Ahmedabad,Paldi,4.4,20,10:09:37,9,1,13108,37
Anand Bhajipav And Pulav,300,['Fast Food' 'North Indian'],Ahmedabad,Naranpura,3.7,20,12:26:04,5,0,10448,40
HL Frankie,150,['Fast Food' 'Italian' 'Chinese' 'Snacks'],Ahmedabad,Vastrapur,4,500,19:58:03,5,0,10218,44
Lazeez,250,['Indian' 'Chinese'],Ahmedabad,Sardar Colony,4.1,100,10:45:00,5,1,5471,39
RAJASTHANI TADKA,300,['Indian'],Ahmedabad,Jodhpur Village,4.5,100,20:40:37,5,0,28429,49
Rajkamal,550,['Indian'],Ahmedabad,Girdhar Nagar,4.2,100,18:24:32,4,1,11078,46
1000 spicy,350,['Indian'],Ahmedabad,Vastrapur,--,,19:04:19,2,1,19686,46
Kanpur Mithai House,250,['Sweets' 'Desserts'],Ahmedabad,Gomtipur,4.2,50,14:31:26,3,2,9960,43
Flourish Lounge Cafe,200,['Beverages' 'Ice Cream'],Ahmedabad,Naranpura,--,,21:42:57,8,4,28884,52
Purohit Restaurant,450,['Indian' 'Chinese' 'North Indian'],Ahmedabad,Kankaria,4.3,500,11:44:16,3,1,25767,36
Zaika Darbar,350,['Indian' 'Chinese'],Ahmedabad,Juhapura,3.9,50,22:25:34,10,5,8257,45
Barbeque Nation,600,['North Indian' 'Mughlai' 'Seafood' 'Biryani' 'Desserts' 'Kebabs'],Ahmedabad,Memnagar,3.9,100,10:07:49,8,2,27491,40
Jassi De Parathe,650,['North Indian'],Ahmedabad,Vastrapur,4.4,500,17:51:51,8,3,20040,40
Shree Ram Parotha house,180,['North Indian'],Ahmedabad,Prahlad Nagar,--,,18:20:10,3,2,10070,47
UBQ By Barbeque Nation,300,['North Indian' 'Mughlai' 'Seafood' 'Biryani' 'Desserts' 'Kebabs'],Ahmedabad,Memnagar,3.7,500,11:46:05,4,1,11292,36
Anand Bhajipav & Pulav (Ankurwala),200,['Fast Food' 'Chinese' 'Punjabi' 'South Indian' 'Snacks'],Ahmedabad,Naranpura,4,1000,10:38:17,7,4,18383,37
Kesar Foods,500,['Indian'],Ahmedabad,Vastrapur,4.3,500,13:36:45,1,4,4432,44
The Swad,200,['Thalis' 'Punjabi' 'Gujarati' 'North Indian' 'Chinese' 'Combo' 'Desserts'],Ahmedabad,Jodhpur Village,4,500,15:28:53,2,5,12743,39
Priti's Kitchen,200,['Snacks'],Ahmedabad,Naranpura,--,,09:41:34,3,4,9465,54
Ab Chai Pe Charcha,200,['Snacks' 'Fast Food' 'Beverages'],Ahmedabad,Ambawadi,3.3,100,22:23:23,3,5,7742,45
Aesh Cafe,200,['Continental' 'Italian' 'Pizzas' 'Snacks'],Ahmedabad,Vastrapur,--,,21:58:31,2,5,11809,47
Sandwich n Shakes,100,['Continental' 'Beverages'],Ahmedabad,Ambawadi,2.8,20,20:17:18,2,2,9781,47
ANNA DOSA POINT,100,['South Indian' 'Fast Food' 'Indian' 'Beverages'],Ahmedabad,Shyamal,--,,11:04:25,8,4,21592,51
Jalaram Parotta House,200,['North Indian' 'Gujarati'],Ahmedabad,Ambawadi,3.9,100,19:27:00,8,5,12178,37
Foodhut,200,['Cafe'],Ahmedabad,Ambawadi,2.7,50,22:14:52,10,5,13815,44
GAJANANAD PAUVA HOUSE,300,['South Indian' 'Beverages'],Ahmedabad,Prahlad Nagar,4.2,50,21:30:53,8,0,4565,37
Taco Bell,300,['Mexican'],Ahmedabad,Vastrapur,3.8,500,17:58:59,5,4,26480,56
Meal Express - a brand by The Healthy Stove,300,['North Indian' 'Chinese' 'Gujarati' 'Thalis' 'Navratri Special' 'Biryani' 'Indian' 'Beverages' 'Healthy Food' 'Combo'],Ahmedabad,Vastrapur,3.6,100,10:10:02,5,4,23059,40
